id_cliente,churn,género,cuidadano_mayor,pareja,dependientes,meses_de_contrato,servicio_telefonico,multiples_lineas_telefonicas,servicio_internet,seguridad_online,respaldo_online,proteccion_del_dispositivo,soporte_tecnico,servicio_tv,servicio_de_peliculas,tipo_de_contrato,factura_en_linea,forma_de_pago,cargos_mensuales,cargos_totales,cuentas_diarias,cantidad_servicios
9518-IMLHK,0,Masculino,0,0,0,31,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Mes a mes,1,Transferencia bancaria,72.45,2156.25,2.3800919842312744,7
9518-RWHZL,1,Femenino,0,0,0,64,1,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Un año,1,Tarjeta de crédito,100.05,6254.2,3.286793692509855,6
9518-XXBXE,0,Masculino,1,1,0,10,1,No,Fibra óptica,Yes,No,No,No,No,No,Mes a mes,0,Cheque electrónico,75.3,720.45,2.473718791064389,3
9522-BNTHX,0,Femenino,1,0,0,34,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Mes a mes,1,Cheque electrónico,56.25,1765.95,1.847897503285151,5
9522-ZSINC,0,Masculino,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,1,Cheque electrónico,19.95,253.8,0.6553876478318003,1
9524-EGPJC,1,Femenino,0,0,0,18,1,Yes,Fibra óptica,No,No,No,Yes,No,Yes,Mes a mes,1,Cheque electrónico,90.1,1612.75,2.9599211563731926,5
9525-DKUVP,1,Femenino,1,1,0,72,1,Yes,Fibra óptica,No,Yes,Yes,Yes,Yes,Yes,Dos años,1,Tarjeta de crédito,110.8,7882.25,3.6399474375821286,8
9526-BIHHD,1,Masculino,0,0,0,1,0,No phone service,DSL,Yes,No,No,No,No,No,Mes a mes,0,Cheque por correo,29.7,29.7,0.9756898817345597,2
9526-JAWYF,1,Masculino,0,0,0,26,1,No,Fibra óptica,No,Yes,Yes,No,Yes,No,Mes a mes,0,Cheque electrónico,89.8,2335.3,2.950065703022339,5
9526-MJRPO,1,Femenino,1,1,0,27,1,Yes,Fibra óptica,Yes,No,No,Yes,Yes,Yes,Mes a mes,1,Transferencia bancaria,104.3,2867.75,3.426412614980289,7
9529-OFXHY,0,Masculino,0,0,0,15,1,Yes,Fibra óptica,Yes,No,No,No,Yes,No,Mes a mes,1,Transferencia bancaria,87.75,1242.2,2.8827201051248355,5
9530-EHPOH,1,Masculino,0,0,0,11,1,Yes,DSL,No,No,Yes,No,No,No,Mes a mes,0,Cheque electrónico,53.75,608.0,1.7657687253613665,4
9530-GRMJG,0,Masculino,0,1,1,70,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Dos años,1,Cheque electrónico,84.1,5979.7,2.76281208935611,8
9531-NSBMR,0,Femenino,0,0,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,1,Transferencia bancaria,19.25,679.8,0.6323915900131406,1
9534-NSXEM,0,Masculino,0,0,0,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,1,Tarjeta de crédito,20.65,595.5,0.6783837056504598,1
9537-JALFH,0,Masculino,0,1,1,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Transferencia bancaria,19.9,1356.7,0.6537450722733245,1
9537-VHDTA,0,Femenino,0,0,1,1,1,No,DSL,Yes,No,No,No,No,No,Mes a mes,0,Cheque por correo,51.2,51.2,1.6819973718791064,3
9540-JYROE,1,Masculino,0,0,0,8,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque por correo,70.1,551.35,2.302890932982917,2
9541-PWTWO,0,Femenino,0,0,0,52,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Dos años,1,Transferencia bancaria,80.95,4233.95,2.659329829172142,7
9541-ZPSEA,0,Masculino,0,1,1,68,1,No,Fibra óptica,Yes,No,Yes,No,No,No,Dos años,0,Tarjeta de crédito,80.35,5375.15,2.6396189224704334,4
9544-PYPSJ,0,Femenino,1,1,1,62,1,Yes,Fibra óptica,No,Yes,Yes,No,No,Yes,Mes a mes,1,Tarjeta de crédito,96.1,6019.35,3.157030223390276,6
9546-CQJSU,1,Femenino,0,0,0,2,1,Yes,Fibra óptica,No,No,Yes,No,Yes,No,Mes a mes,1,Cheque electrónico,91.4,193.6,3.002628120893561,5
9546-KDTRB,0,Femenino,0,0,0,19,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Transferencia bancaria,24.7,465.85,0.8114323258869908,2
9547-ITEFG,0,Masculino,0,1,1,9,1,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Mes a mes,1,Tarjeta de crédito,102.6,897.75,3.3705650459921155,7
9548-LERKT,0,Masculino,0,1,0,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Cheque por correo,19.75,483.15,0.6488173455978975,1
9548-LIGTA,0,Masculino,0,1,0,61,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Dos años,1,Cheque por correo,81.05,4747.65,2.662614980289093,7
9548-ZMVTX,0,Masculino,0,1,1,72,1,Yes,Fibra óptica,No,Yes,Yes,Yes,No,No,Dos años,0,Transferencia bancaria,90.45,6565.85,2.971419185282523,6
9552-TGUZV,0,Masculino,0,1,0,8,1,No,Fibra óptica,Yes,No,No,No,No,No,Mes a mes,1,Cheque por correo,75.0,658.1,2.463863337713535,3
9553-DLCLU,0,Femenino,0,0,1,13,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dos años,0,Tarjeta de crédito,88.95,1161.75,2.9221419185282524,9
9554-DFKIC,0,Masculino,0,1,1,30,1,Yes,DSL,Yes,No,No,No,No,No,Mes a mes,1,Transferencia bancaria,54.45,1588.7,1.7887647831800264,4
9555-SAHUZ,0,Femenino,0,1,1,38,1,No,DSL,Yes,Yes,No,No,No,No,Mes a mes,0,Cheque electrónico,54.5,2076.05,1.7904073587385019,4
9558-IHEZX,0,Femenino,0,0,0,71,1,Yes,Fibra óptica,Yes,Yes,Yes,No,Yes,Yes,Dos años,1,Tarjeta de crédito,106.75,7283.25,3.506898817345598,8
9560-ARGQJ,1,Femenino,0,0,1,16,1,No,Fibra óptica,No,No,No,No,Yes,No,Mes a mes,1,Cheque electrónico,81.0,1312.15,2.6609724047306176,3
9560-BBZXK,0,Femenino,0,0,0,36,0,No phone service,DSL,Yes,No,No,No,No,No,Dos años,0,Transferencia bancaria,31.05,1126.35,1.0200394218134035,2
9564-KCLHR,1,Masculino,0,0,0,1,1,No,DSL,No,No,No,Yes,No,No,Mes a mes,0,Cheque por correo,51.25,51.25,1.683639947437582,3
9565-AXSMR,0,Masculino,0,1,1,52,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Cheque por correo,19.2,1054.75,0.6307490144546649,1
9565-DJPIB,1,Femenino,0,0,1,4,1,Yes,Fibra óptica,No,Yes,No,No,Yes,No,Mes a mes,0,Cheque por correo,89.6,365.65,2.9434954007884357,5
9565-FLVCG,0,Masculino,0,1,1,65,1,Yes,DSL,Yes,Yes,No,No,No,Yes,Dos años,1,Cheque por correo,69.55,4459.15,2.2848226018396844,6
9565-JSNFM,1,Masculino,0,0,0,38,1,No,Fibra óptica,No,No,No,No,No,No,Un año,1,Transferencia bancaria,70.45,2597.6,2.314388961892247,2
9570-KYEUA,0,Masculino,0,0,0,64,1,Yes,Fibra óptica,Yes,No,Yes,Yes,No,Yes,Dos años,0,Tarjeta de crédito,99.25,6549.45,3.260512483574244,7
9571-EDEBV,0,Masculino,0,1,0,71,1,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Un año,1,Tarjeta de crédito,98.65,6962.85,3.2408015768725362,6
9572-MTILT,1,Masculino,0,1,0,59,1,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,No,Mes a mes,1,Cheque electrónico,106.75,6252.9,3.506898817345598,8
9572-WUKSB,0,Masculino,0,1,0,3,0,No phone service,DSL,No,No,No,Yes,No,No,Mes a mes,1,Cheque electrónico,29.9,92.25,0.9822601839684625,2
9574-BOSMD,0,Masculino,0,1,1,68,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Transferencia bancaria,25.4,1620.2,0.8344283837056504,2
9574-RKJIF,1,Masculino,0,1,1,30,1,Yes,Fibra óptica,Yes,Yes,No,No,Yes,No,Mes a mes,1,Cheque electrónico,94.4,2838.7,3.1011826544021024,6
9575-IWCAZ,0,Masculino,0,1,0,6,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Cheque por correo,25.1,171.0,0.8245729303547963,2
9576-ANLXO,1,Femenino,0,0,0,3,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Transferencia bancaria,69.55,222.3,2.2848226018396844,2
9576-SYUHJ,0,Masculino,0,0,0,37,1,Yes,Fibra óptica,Yes,No,No,No,Yes,No,Mes a mes,1,Cheque electrónico,91.15,3369.25,2.994415243101183,5
9577-WJVCQ,0,Femenino,0,0,0,68,1,Yes,DSL,Yes,No,No,No,No,No,Mes a mes,0,Cheque por correo,54.45,3687.75,1.7887647831800264,4
9578-FOMUK,0,Masculino,0,0,1,15,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,1,Cheque electrónico,24.8,324.15,0.8147174770039421,2
9578-VRMNM,1,Femenino,0,0,0,16,1,Yes,DSL,No,No,Yes,No,No,Yes,Mes a mes,1,Tarjeta de crédito,65.2,1043.35,2.1419185282522997,5
9581-GVBXT,0,Masculino,0,1,1,59,0,No phone service,DSL,Yes,No,Yes,No,No,No,Un año,0,Cheque por correo,34.8,1980.3,1.14323258869908,3
9584-EXCDZ,0,Femenino,0,0,0,17,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,0,Transferencia bancaria,70.5,1165.6,2.3160315374507228,2
9585-KKMFD,0,Masculino,0,1,1,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,1,Cheque por correo,20.0,879.8,0.657030223390276,1
9586-JGQKH,0,Femenino,0,1,0,64,1,Yes,Fibra óptica,No,Yes,No,Yes,Yes,Yes,Dos años,1,Transferencia bancaria,105.4,6794.75,3.462549277266754,7
9588-OZDMQ,0,Femenino,0,1,0,2,1,No,DSL,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,45.0,89.75,1.4783180026281209,2
9588-YRFHY,0,Masculino,0,0,0,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,1,Tarjeta de crédito,19.9,1022.6,0.6537450722733245,1
9589-ABEPT,0,Masculino,0,1,0,69,1,Yes,Fibra óptica,No,Yes,No,Yes,Yes,No,Dos años,1,Cheque por correo,92.45,6460.55,3.0371222076215507,6
9591-YVTEB,0,Masculino,1,0,0,55,0,No phone service,DSL,Yes,Yes,No,No,Yes,No,Mes a mes,1,Cheque electrónico,44.85,2479.05,1.4733902759526938,4
9592-ERDKV,0,Masculino,0,1,0,37,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Un año,0,Cheque por correo,79.25,2911.8,2.6034822601839682,7
9593-CVZKR,0,Femenino,0,1,1,56,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,1,Cheque por correo,24.45,1385.85,0.8032194480946123,2
9600-NAXZN,1,Masculino,0,0,0,43,1,Yes,Fibra óptica,No,Yes,No,No,Yes,Yes,Mes a mes,1,Cheque electrónico,101.4,4528.0,3.331143232588699,6
9600-UDOPK,1,Masculino,0,1,0,30,1,Yes,Fibra óptica,No,No,No,No,Yes,Yes,Mes a mes,1,Tarjeta de crédito,94.05,2866.45,3.0896846254927723,5
9601-BRXPO,1,Femenino,0,1,0,25,1,Yes,Fibra óptica,No,No,Yes,Yes,Yes,Yes,Mes a mes,1,Transferencia bancaria,104.95,2566.5,3.447766097240473,7
9602-WCXPI,0,Masculino,0,0,0,50,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Tarjeta de crédito,20.15,989.05,0.6619579500657029,1
9603-OAIHC,0,Masculino,1,0,0,1,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,70.05,70.05,2.3012483574244413,2
9605-WGJVW,0,Femenino,1,0,0,1,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,70.2,70.2,2.3061760840998686,2
9606-PBKBQ,1,Masculino,1,1,0,32,1,Yes,Fibra óptica,No,No,No,No,No,Yes,Mes a mes,1,Cheque electrónico,85.0,2642.05,2.7923784494086727,4
9609-BENEA,0,Masculino,0,1,0,35,1,Yes,DSL,No,Yes,No,Yes,Yes,No,Un año,1,Cheque electrónico,69.0,2441.7,2.266754270696452,6
9610-WCESF,0,Masculino,0,0,0,67,0,No phone service,DSL,Yes,No,No,Yes,Yes,No,Dos años,0,Cheque electrónico,43.9,3097.2,1.4421813403416557,4
9611-CTWIH,1,Femenino,0,0,0,3,1,No,Fibra óptica,No,No,No,No,Yes,Yes,Mes a mes,1,Cheque electrónico,89.45,240.45,2.9385676741130093,4
9614-RMGHA,1,Masculino,0,1,0,65,1,Yes,Fibra óptica,No,Yes,No,No,Yes,No,Mes a mes,1,Transferencia bancaria,91.85,5940.85,3.017411300919842,5
9617-INGJY,0,Masculino,0,0,0,1,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque por correo,70.6,70.6,2.3193166885676737,2
9617-SHSHO,1,Femenino,0,0,0,53,1,No,Fibra óptica,No,Yes,Yes,Yes,No,Yes,Un año,1,Tarjeta de crédito,94.45,5042.75,3.1028252299605783,6
9617-UDPEU,0,Femenino,0,0,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,1,Cheque por correo,19.25,412.55,0.6323915900131406,1
9618-LFJRU,0,Femenino,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Tarjeta de crédito,20.45,82.85,0.6718134034165572,1
9619-GSATL,0,Femenino,0,0,0,43,1,No,DSL,No,Yes,No,Yes,No,No,Un año,0,Cheque electrónico,55.45,2444.25,1.8216162943495402,4
9620-ENEJV,0,Femenino,0,0,0,6,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,0,Tarjeta de crédito,70.55,433.95,2.3176741130091982,2
9620-QJREV,0,Masculino,0,0,1,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Tarjeta de crédito,20.55,1013.05,0.6750985545335085,1
9621-OUPYD,0,Femenino,0,1,0,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,1,Transferencia bancaria,20.2,507.9,0.6636005256241787,1
9624-EGDEQ,0,Femenino,0,0,0,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Cheque por correo,19.8,813.3,0.6504599211563732,1
9625-QNLUX,0,Masculino,0,1,1,68,1,No,Fibra óptica,Yes,Yes,Yes,No,Yes,Yes,Dos años,1,Tarjeta de crédito,103.25,7074.4,3.3919185282522997,7
9625-QSTYE,1,Femenino,0,0,0,13,1,No,Fibra óptica,No,Yes,Yes,No,No,No,Mes a mes,1,Cheque electrónico,81.15,952.3,2.665900131406045,4
9625-RZFUK,0,Masculino,0,1,1,63,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Cheque por correo,19.7,1275.85,0.6471747700394218,1
9626-VFRGG,0,Femenino,0,0,1,41,1,Yes,Fibra óptica,No,Yes,No,No,Yes,No,Mes a mes,1,Transferencia bancaria,88.5,3645.05,2.907358738501971,5
9626-WEQRM,0,Femenino,0,0,0,4,0,No phone service,DSL,Yes,No,No,No,No,No,Mes a mes,1,Cheque por correo,29.15,110.05,0.9576215505913271,2
9629-NHXFW,0,Femenino,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,1,Cheque por correo,19.4,19.4,0.6373193166885676,1
9631-RXVJM,0,Masculino,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Cheque por correo,19.25,677.9,0.6323915900131406,1
9631-XEYKE,0,Masculino,0,0,0,3,1,Yes,DSL,No,No,No,No,No,No,Mes a mes,0,Transferencia bancaria,50.4,137.25,1.6557161629434953,3
9633-DENPU,0,Femenino,0,1,0,47,1,No,DSL,No,Yes,No,No,Yes,No,Mes a mes,1,Transferencia bancaria,58.6,2723.4,1.9250985545335084,4
9633-XQABV,0,Femenino,0,0,0,3,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,70.25,229.7,2.307818659658344,2
9637-CDTKZ,0,Masculino,0,1,0,72,1,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dos años,1,Tarjeta de crédito,114.1,8086.4,3.748357424441524,9
9637-EIHEQ,1,Femenino,0,0,0,1,1,No,DSL,No,No,No,Yes,No,No,Mes a mes,1,Cheque electrónico,50.8,50.8,1.6688567674113008,3
9638-JIQYA,0,Masculino,0,0,0,2,0,No phone service,DSL,No,No,No,No,No,No,Mes a mes,1,Tarjeta de crédito,24.9,49.7,0.8180026281208935,1
9639-BUJXT,0,Masculino,0,0,0,63,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Cheque por correo,20.5,1328.15,0.6734559789750328,1
9640-HXEAM,1,Masculino,0,0,0,2,0,No phone service,DSL,No,Yes,Yes,Yes,No,No,Mes a mes,1,Tarjeta de crédito,40.4,77.15,1.3272010512483574,4
9640-ZSLDC,0,Femenino,0,1,1,53,1,No,DSL,No,No,Yes,No,No,Yes,Un año,0,Tarjeta de crédito,60.6,3297.0,1.990801576872536,4
9643-AVVWI,0,Femenino,0,1,1,3,1,No,Fibra óptica,No,Yes,No,Yes,No,No,Mes a mes,1,Cheque electrónico,80.0,241.3,2.628120893561104,4
9643-YBLUR,0,Masculino,0,1,0,9,1,Yes,DSL,No,Yes,Yes,No,No,Yes,Mes a mes,1,Tarjeta de crédito,69.05,653.95,2.2683968462549275,6
9644-KVCNC,0,Femenino,0,0,0,66,1,Yes,Fibra óptica,No,No,Yes,No,Yes,No,Un año,1,Transferencia bancaria,92.15,6056.9,3.0272667542706966,5
9644-UMGQA,0,Masculino,0,1,1,6,1,No,DSL,Yes,No,No,No,No,No,Mes a mes,1,Cheque electrónico,49.15,295.65,1.614651773981603,3
9646-NMHXE,0,Masculino,0,1,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Cheque por correo,19.65,973.1,0.645532194480946,1
9646-QWDSB,1,Femenino,0,1,1,71,1,Yes,Fibra óptica,Yes,No,Yes,Yes,No,Yes,Dos años,0,Cheque electrónico,100.45,7159.7,3.299934296977661,7
9647-ERGBE,1,Femenino,0,1,1,30,1,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Mes a mes,1,Cheque electrónico,100.05,3046.15,3.286793692509855,6
9648-BCHKM,0,Femenino,0,1,1,18,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,1,Tarjeta de crédito,24.65,471.35,0.8097897503285151,2
9650-VBUOG,0,Masculino,0,1,1,38,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Tarjeta de crédito,25.05,963.95,0.8229303547963206,2
9651-GTSAQ,1,Femenino,0,1,0,53,1,No,Fibra óptica,Yes,Yes,Yes,No,Yes,Yes,Un año,1,Transferencia bancaria,106.1,5769.75,3.4855453350854138,7
9658-WYUFB,1,Femenino,0,0,0,17,1,Yes,Fibra óptica,Yes,Yes,No,No,Yes,No,Mes a mes,1,Cheque electrónico,94.4,1617.5,3.1011826544021024,6
9659-QEQSY,0,Femenino,0,0,0,45,1,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Mes a mes,1,Cheque electrónico,115.65,5125.5,3.7992772667542707,9
9659-UDJIJ,1,Femenino,0,1,0,67,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Dos años,0,Cheque por correo,65.65,4322.85,2.156701708278581,6
9659-ZTWSM,0,Masculino,1,1,0,66,1,Yes,Fibra óptica,No,Yes,Yes,Yes,Yes,Yes,Un año,1,Transferencia bancaria,107.35,7051.95,3.5266097240473058,8
9661-ACXBS,1,Femenino,0,0,0,42,1,Yes,Fibra óptica,Yes,No,Yes,No,Yes,Yes,Mes a mes,1,Cheque electrónico,105.2,4400.75,3.4559789750328513,7
9661-JALZV,0,Femenino,0,0,0,58,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,1,Tarjeta de crédito,24.7,1519.0,0.8114323258869908,2
9661-MHUMO,1,Masculino,1,1,1,1,1,No,DSL,No,No,No,Yes,No,No,Mes a mes,1,Tarjeta de crédito,49.25,49.25,1.6179369250985545,3
9667-EQRXU,1,Femenino,1,0,0,30,0,No phone service,DSL,No,No,Yes,No,Yes,No,Mes a mes,1,Cheque electrónico,40.3,1172.95,1.3239159001314058,3
9667-TKTVZ,0,Femenino,0,0,0,2,1,Yes,DSL,No,No,No,Yes,No,No,Mes a mes,1,Cheque por correo,54.35,117.05,1.7854796320630748,4
9668-PUGNU,0,Masculino,0,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,1,Cheque electrónico,24.5,1816.2,0.804862023653088,2
9670-BPNXF,0,Femenino,0,0,0,45,1,No,DSL,Yes,Yes,No,Yes,No,No,Un año,1,Tarjeta de crédito,62.55,2796.45,2.054862023653088,5
9674-EHPPG,0,Masculino,0,1,0,46,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Dos años,0,Tarjeta de crédito,40.4,1842.7,1.3272010512483574,4
9675-ICXCT,0,Masculino,0,1,1,72,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Dos años,1,Cheque electrónico,80.8,5728.55,2.654402102496715,7
9677-AVKED,0,Femenino,0,0,1,53,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Un año,1,Cheque electrónico,84.6,4449.75,2.779237844940867,8
9680-NIAUV,0,Femenino,0,1,1,72,1,Yes,Fibra óptica,Yes,Yes,Yes,No,Yes,Yes,Dos años,0,Tarjeta de crédito,109.7,8129.3,3.6038107752956634,8
9681-KYGYB,0,Masculino,1,1,0,49,1,Yes,Fibra óptica,Yes,Yes,Yes,No,No,No,Mes a mes,1,Cheque electrónico,88.2,4159.45,2.897503285151117,6
9681-OXGVC,1,Femenino,0,0,0,5,1,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Mes a mes,1,Cheque electrónico,100.5,514.0,3.3015768725361365,6
9683-PSOSX,1,Femenino,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,1,Cheque por correo,19.55,19.55,0.6422470433639947,1
9685-WKZGT,1,Masculino,1,0,0,14,1,Yes,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,74.95,1036.75,2.462220762155059,3
9688-YGXVR,0,Femenino,0,0,0,44,1,No,Fibra óptica,No,Yes,Yes,No,Yes,No,Mes a mes,1,Tarjeta de crédito,88.15,3973.2,2.8958607095926414,5
9689-PTNPG,1,Masculino,0,0,0,2,1,No,Fibra óptica,No,No,No,No,Yes,No,Mes a mes,1,Cheque electrónico,80.25,144.55,2.636333771353482,3
9691-HKOVS,0,Femenino,0,1,0,55,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Un año,1,Cheque electrónico,90.15,4916.95,2.961563731931669,9
9692-TUSXH,1,Femenino,0,0,0,18,1,No,Fibra óptica,Yes,No,No,No,Yes,Yes,Mes a mes,1,Cheque electrónico,96.05,1740.7,3.1553876478318,5
9693-XMUOB,0,Masculino,1,1,0,59,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Mes a mes,1,Cheque electrónico,50.25,2997.45,1.6507884362680683,4
9695-IDRZR,0,Femenino,0,0,1,34,1,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dos años,1,Tarjeta de crédito,116.15,3946.9,3.8157030223390276,9
9696-RMYBA,0,Masculino,0,0,0,5,1,No,Fibra óptica,No,No,No,No,Yes,No,Mes a mes,1,Cheque por correo,80.1,398.55,2.6314060446780547,3
9699-UBQFS,0,Femenino,1,1,0,43,1,Yes,Fibra óptica,Yes,Yes,No,No,Yes,No,Mes a mes,1,Cheque electrónico,94.5,4156.8,3.1044678055190538,6
9700-ISPUP,0,Femenino,0,1,1,10,1,No,DSL,No,Yes,No,Yes,No,Yes,Mes a mes,1,Cheque electrónico,65.5,616.9,2.151773981603154,5
9700-ZCLOT,0,Masculino,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Cheque por correo,20.0,32.7,0.657030223390276,1
9701-CDXHR,0,Femenino,0,1,0,51,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,0,Cheque por correo,69.15,3649.6,2.2716819973718794,2
9702-AIUJO,0,Masculino,0,1,1,50,1,No,DSL,No,No,No,No,No,No,Un año,1,Transferencia bancaria,44.8,2230.85,1.4717477003942179,2
9705-IOVQQ,0,Masculino,1,1,1,61,1,Yes,Fibra óptica,No,Yes,No,No,Yes,Yes,Un año,0,Cheque electrónico,99.0,5969.3,3.252299605781866,6
9705-ZJBCG,0,Femenino,0,1,1,13,1,No,DSL,Yes,No,No,Yes,No,No,Un año,0,Transferencia bancaria,54.15,701.05,1.778909329829172,4
9708-HPXWZ,0,Masculino,1,0,0,5,0,No phone service,DSL,No,No,Yes,Yes,Yes,No,Mes a mes,0,Tarjeta de crédito,45.4,214.75,1.4914586070959264,4
9708-KFDBY,0,Masculino,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Tarjeta de crédito,20.55,20.55,0.6750985545335085,1
9708-TKNTZ,1,Femenino,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Cheque por correo,19.7,94.45,0.6471747700394218,1
9710-NJERN,0,Femenino,0,0,0,39,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Cheque por correo,20.15,826.0,0.6619579500657029,1
9710-ZUSHQ,1,Femenino,1,0,0,37,1,Yes,Fibra óptica,Yes,Yes,No,No,Yes,Yes,Mes a mes,1,Transferencia bancaria,106.75,4056.75,3.506898817345598,7
9711-FJTBX,0,Masculino,0,1,1,56,1,No,Fibra óptica,No,Yes,Yes,Yes,No,No,Un año,1,Cheque por correo,85.85,4793.8,2.8203022339027592,5
9714-EDSUC,0,Masculino,0,0,0,4,1,No,Fibra óptica,Yes,Yes,No,Yes,No,Yes,Mes a mes,1,Cheque por correo,94.9,360.55,3.1176084099868593,6
9715-SBVSU,0,Masculino,0,1,1,14,1,No,DSL,Yes,Yes,No,No,No,Yes,Dos años,1,Transferencia bancaria,61.4,815.55,2.0170827858081473,5
9715-WZCLW,0,Masculino,0,1,1,71,1,Yes,Fibra óptica,Yes,No,No,No,Yes,Yes,Dos años,1,Cheque electrónico,97.2,6910.3,3.193166885676741,6
9717-IOAAF,0,Masculino,0,0,1,27,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,1,Tarjeta de crédito,25.85,788.55,0.8492115637319316,2
9717-QEBGU,0,Masculino,0,0,0,2,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,70.3,144.0,2.3094612352168196,2
